id,Label,timeset,group,country,year,season,start,end,lat,lng,notes,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,clustering,eigencentrality,triangles
1265,FK Krasnodar,,premier-liga,Russia,2010,wintertransfers,2010-01-01,2020-06-01,0,0,,21,12,33,59758850,47198008,106956858,4,0.385017,0.421946,316.985488,0.014347,0.005313,5,0.001991,0,1,0.359307,0.072028,83
1272,Volga Nizhniy Novgorod,,premier-liga,Russia,2010,wintertransfers,2010-01-01,2020-06-01,0,0,,0,4,4,0,6101982,6101982,5,0.318052,0.342192,0,0,0.001266,5,0.000796,0,92,1,0.007257,6
1285,SD Huesca,,laliga,Spain,2010,sommertransfers,2010-06-01,2020-06-01,0,0,,1,5,6,1014456,10711075,11725531,5,0.344186,0.369294,2.241347,0.000116,0.002595,1,0.000902,0,138,0.666667,0.013336,10
1339,FC Évian Thonon Gaillard,,ligue-1,France,2011,wintertransfers,2011-01-01,2020-06-01,0,0,,4,9,13,3580391,17191023,20771414,4,0.395349,0.428356,48.769367,0.008914,0.005771,4,0.001016,0,1,0.272727,0.049286,15
1348,Gazovik Orenburg,,premier-liga,Russia,2011,wintertransfers,2011-01-01,2020-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7,0.000585,2,1142,0,0,0
1349,FK Ufa,,premier-liga,Russia,2011,wintertransfers,2011-01-01,2020-06-01,0,0,,3,8,11,769544,18088826,18858370,4,0.370184,0.400075,61.742513,0.000766,0.005658,5,0.001178,0,1,0.5,0.030481,18
1351,FK Tambov,,premier-liga,Russia,2011,wintertransfers,2011-01-01,2020-06-01,0,0,,0,3,3,0,775000,775000,5,0.317143,0.334535,0,0,0.000372,5,0.000716,0,1144,0,0.00433,0
1352,FC Sochi,,premier-liga,Russia,2011,wintertransfers,2011-01-01,2020-06-01,0,0,,7,0,7,12100000,0,12100000,0,0,0,0,0.003316,0,5,0.000802,0,0,0,0.021274,0
1362,RB Leipzig,,1-bundesliga,Germany,2011,sommertransfers,2011-06-01,2020-06-01,0,0,,8,8,16,101181773,127034171,228215944,4,0.389085,0.421946,19.798444,0.009101,0.010383,1,0.000973,0,1,0.371795,0.072103,29
1370,1.FC Union Berlin,,1-bundesliga,Germany,2011,sommertransfers,2011-06-01,2020-06-01,0,0,,3,4,7,4500000,9737293,14237293,5,0.356452,0.379864,1.510662,0.001025,0.003576,2,0.000801,0,1,0.8,0.016946,8
1438,US Sassuolo,,serie-a,Italy,2012,sommertransfers,2012-06-01,2020-06-01,0,0,,41,24,65,201941169,162396810,364337979,5,0.404762,0.451131,115.539463,0.153277,0.081604,3,0.001329,0,1,0.560847,0.390364,212
1442,Carpi FC 1909,,serie-a,Italy,2012,sommertransfers,2012-06-01,2020-06-01,0,0,,0,6,6,0,10355522,10355522,5,0.338931,0.364414,0,0,0.004305,3,0.000779,0,1231,0.5,0.016036,3
1472,Enisey Krasnoyarsk,,premier-liga,Russia,2012,sommertransfers,2012-06-01,2020-06-01,0,0,,0,5,5,0,1432627,1432627,5,0.3,0.323198,0,0,0.000473,5,0.001068,0,1261,0.3,0.003925,3
1497,Girona FC,,laliga,Spain,2013,sommertransfers,2013-06-01,2020-06-01,0,0,,4,5,9,17368766,25330283,42699049,5,0.3536,0.378733,7.939877,0.00234,0.006683,1,0.000881,0,1,0.190476,0.038848,4
1554,Inter Milan,,serie-a,Italy,2014,wintertransfers,2014-01-01,2020-06-01,0,0,,33,39,72,537470930,279385129,816856059,4,0.442,0.490573,462.965219,0.078588,0.111808,3,0.001571,0,1,0.34958,0.355088,208
1611,AFC Bournemouth,,premier-league,England,2015,wintertransfers,2015-01-01,2020-06-01,0,0,,19,4,23,225135823,46993719,272129542,5,0.337405,0.363047,65.589423,0.018016,0.002719,0,0.00119,0,1,0.301471,0.090025,41
1619,GFC Ajaccio,,ligue-1,France,2015,wintertransfers,2015-01-01,2020-06-01,0,0,,0,1,1,0,2064057,2064057,5,0.29443,0.30961,0,0,0.000839,0,0.000627,0,1406,0,0.003309,0
1631,Parma Calcio 1913,,serie-a,Italy,2015,sommertransfers,2015-06-01,2020-06-01,0,0,,11,3,14,19625570,7189569,26815139,5,0.343701,0.368703,7.264828,0.017198,0.009215,3,0.000959,0,1,0.488889,0.063665,22
1659,FK Tosno,,premier-liga,Russia,2015,sommertransfers,2015-06-01,2020-06-01,0,0,,0,2,2,0,1687366,1687366,5,0.330357,0.347748,0,0,0.001224,5,0.00066,0,1445,1,0.006498,1
1676,SPAL 2013,,serie-a,Italy,2016,wintertransfers,2016-01-01,2020-06-01,0,0,,6,1,7,5005336,366662,5371998,5,0.323572,0.340649,0.020011,0.021886,0.005301,3,0.000737,0,1,0.904762,0.055419,19
1680,FK Orenburg,,premier-liga,Russia,2016,wintertransfers,2016-01-01,2020-06-01,0,0,,0,2,2,0,3200000,3200000,5,0.292105,0.306982,0,0,0.001311,5,0.000621,0,241,0.045455,0.006162,0
1713,SKA Khabarovsk,,premier-liga,Russia,2016,sommertransfers,2016-06-01,2020-06-01,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,0.000585,3,1263,0,0,0
1725,Benevento Calcio,,serie-a,Italy,2017,wintertransfers,2017-01-01,2020-06-01,0,0,,6,5,11,10609254,8622880,19232134,5,0.343168,0.370437,7.117506,0.008744,0.013308,3,0.000932,0,1,0.464286,0.04115,13
1727,Akhmat Grozny,,premier-liga,Russia,2017,wintertransfers,2017-01-01,2020-06-01,0,0,,3,3,6,755000,6342571,7097571,5,0.343701,0.365158,233.359177,0.000068,0.00157,5,0.001223,0,1,0.2,0.010721,3
1787,SPAL,,serie-a,Italy,2018,wintertransfers,2018-01-01,2020-06-01,0,0,,11,3,14,39297207,31750000,71047207,5,0.346395,0.371116,16.002853,0.023926,0.007382,3,0.000827,0,1,0.571429,0.065266,16
